Judul,Harga_Rupiah,Provinsi,Kota,Kecamatan,Kamar_Tidur,Kamar_Mandi,Luas_Tanah_m2,Luas_Bangunan_m2,Daya_Listrik_Watt,Jumlah_Lantai,Tipe_Properti
Dijual Rumah 3 Kamar Lokasi Strategis Nyaman dan Strategis di Rawalumbu,799000000,Jawa Barat,Bekasi,Rawalumbu,3,2,63.0,75.0,0.0,2.0,secondary
Rumah Modern 3 KT di Jaka Sampurna Bekasi Semi Furnished,1100000000,Jawa Barat,Bekasi,,3,2,95.0,86.0,0.0,2.0,secondary
Rumah Modern 4 Kamar LT 66m2 di Bekasi,2350000000,Jawa Barat,Bekasi,,4,2,66.0,69.0,4400.0,2.0,secondary
Rumah Luas Asri 4 KT Siap Pakai di Harapan Indah Bekasi,1500000000,Jawa Barat,Bekasi,,4,3,126.0,160.0,0.0,2.0,secondary
Dijual Rumah Strategis Bagus Punya 2 KT di Tarumajaya Bekasi -,950000000,Jawa Barat,Bekasi,Tarumajaya,2,1,90.0,50.0,0.0,1.0,secondary
Jual Rumah Minimalis Bagus Punya 3 KT di Medan Satria Bekasi SHM,1100000000,Jawa Barat,Bekasi,Medan Satria,3,3,94.0,85.0,0.0,1.0,secondary
"Hot Offer Hunian Premium Ideal dan Luas di Bekasi Utara, Bekasi",3000000000,Jawa Barat,Bekasi,Bekasi Utara,4,3,193.0,118.0,2200.0,2.0,secondary
Rumah Minimalis 2 KT di Pondok Gede Bekasi Unfurnished,1350000000,Jawa Barat,Bekasi,,2,2,75.0,80.0,2200.0,2.0,secondary
"Hunian Super Mewah dengan Akses Paling Strategis di Harapan Indah, Bekasi",3000000000,Jawa Barat,Bekasi,,4,3,144.0,210.0,0.0,2.0,secondary
Jual Cepat Hunian Mewah Klasik di Bekasi,3750000000,Jawa Barat,Bekasi,,0,0,225.0,470.0,0.0,1.0,secondary
"Hunian Super Mewah dengan Akses Paling Strategis di Harapan Indah, Bekasi",2700000000,Jawa Barat,Bekasi,,3,3,145.0,250.0,4400.0,2.0,secondary
"Jual Rumah Eksklusif 4 KT di Jatibening, Bekasi",1500000000,Jawa Barat,Bekasi,,4,3,86.0,120.0,2200.0,2.0,secondary
Rumah Minimalis di Bekasi Dekat Sekolah,1550000000,Jawa Barat,Bekasi,,0,0,99.0,85.0,0.0,1.0,secondary
Dijual Cepat Rumah Strategis LT 99m2 LB 95m2 di Bekasi Cocok untuk Hunian,1100000000,Jawa Barat,Bekasi,,0,0,99.0,95.0,0.0,1.0,secondary
Jual Rumah Minimalis Bagus Punya 0 KT di Jatisampurna Bekasi -,1700000000,Jawa Barat,Bekasi,Jatisampurna,0,0,98.0,106.0,0.0,1.0,secondary
Rumah Modern Cantik 3 Kamar Bisa Langsung Pindah di Rawalumbu,1220000000,Jawa Barat,Bekasi,Rawalumbu,3,2,84.0,89.0,0.0,2.0,secondary
Rumah di Bekasi Kondisi Bagus Minimalis Dekat Fasilitas Publik,2000000000,Jawa Barat,Bekasi,,0,0,124.0,134.0,0.0,1.0,secondary
Rumah Luas Asri 4 KT Siap Pakai di Jatibening Bekasi,2200000000,Jawa Barat,Bekasi,,4,5,151.0,250.0,2200.0,2.0,secondary
Rumah Modern 4 KT LT 114m2 di Jatiwaringin,1630000000,Jawa Barat,Bekasi,,4,3,114.0,113.0,0.0,2.0,secondary
Rumah Minimalis 3 KT di Jatibening Bekasi Semi Furnished,1950000000,Jawa Barat,Bekasi,,3,2,164.0,110.0,3300.0,1.0,secondary
Rumah Mewah Akses Mudah di Bekasi,3750000000,Jawa Barat,Bekasi,,0,0,225.0,470.0,0.0,1.0,secondary
"Hunian Super Elit dengan Akses Paling Strategis di Jatibening, Bekasi",3880000000,Jawa Barat,Bekasi,,5,4,156.0,260.0,0.0,2.0,secondary
"Hunian Super Mewah dengan Akses Paling Strategis di Cikunir, Bekasi",4500000000,Jawa Barat,Bekasi,,3,3,160.0,300.0,0.0,2.0,secondary
Hunian Nyaman Asri 6 KT Siap Huni di Jatibening Bekasi,1650000000,Jawa Barat,Bekasi,,6,6,162.0,150.0,6600.0,1.0,secondary
Rumah Minimalis 4 KT di Bintara Bekasi Unfurnished,1800000000,Jawa Barat,Bekasi,,4,2,223.0,160.0,2200.0,2.0,secondary
Rumah Modern 6 Kamar LT 330m2 di Pondok Gede,2400000000,Jawa Barat,Bekasi,,6,3,330.0,300.0,2200.0,2.0,secondary
Rumah Minimalis 3 KT di Taman Galaxy Bekasi Unfurnished,2200000000,Jawa Barat,Bekasi,,3,2,120.0,160.0,0.0,2.0,secondary
Rumah Modern 3 KT di Jatikramat Bekasi Unfurnished,1100000000,Jawa Barat,Bekasi,,3,2,165.0,200.0,0.0,2.0,secondary
For Sale! Luxury House LT 386m2 Desain Modern di Caman,3400000000,Jawa Barat,Bekasi,,4,2,386.0,150.0,2200.0,1.0,secondary
"Jual Rumah Eksklusif 4 KT di Pondok Gede, Bekasi",1950000000,Jawa Barat,Bekasi,,4,5,123.0,275.0,2200.0,3.0,secondary
Siap Huni Rumah Mewah 4 Kamar di Jatisampurna Dekat ke Mana Pun,2550000000,Jawa Barat,Bekasi,Jatisampurna,4,4,165.0,250.0,0.0,2.0,secondary
"Jual Rumah Eksklusif 3 KT di Harapan Indah, Bekasi",1800000000,Jawa Barat,Bekasi,,3,2,144.0,124.0,2200.0,2.0,secondary
Rumah Luas Asri 3 KT Siap Pakai di Galaxy Bekasi,1350000000,Jawa Barat,Bekasi,,3,2,60.0,120.0,0.0,2.0,secondary
"Hunian Super Elit dengan Akses Paling Strategis di Summarecon Bekasi, Bekasi",3600000000,Jawa Barat,Bekasi,,3,3,180.0,190.0,0.0,1.0,secondary
"Jual Rumah Modern 3 KT di Taman Galaxy, Bekasi",2200000000,Jawa Barat,Bekasi,,3,2,165.0,120.0,2200.0,1.0,secondary
Dijual Rumah 4 Kamar Lokasi Ideal Nyaman dan Strategis di Bekasi Selatan,1100000000,Jawa Barat,Bekasi,Bekasi Selatan,4,4,90.0,90.0,0.0,2.0,secondary
"Jual Rumah Eksklusif 3 KT di Kranji, Bekasi",1100000000,Jawa Barat,Bekasi,,3,2,165.0,222.0,2200.0,2.0,secondary
"For Sale Hunian Rumah Nyaman 4 Kamar di Jaka Mulya, Bekasi",1400000000,Jawa Barat,Bekasi,,4,3,360.0,239.0,0.0,2.0,secondary
Rumah Modern Cantik 3 KT Bisa Langsung Pindah di Tarumajaya,1350000000,Jawa Barat,Bekasi,Tarumajaya,3,2,178.0,139.0,2200.0,1.0,secondary
"Hunian Mewah LB 195m2 Siap Huni Desain Elegan di Summarecon Bekasi, Bekasi",3500000000,Jawa Barat,Bekasi,,4,3,180.0,195.0,3500.0,2.0,secondary
Rumah Modern Cantik 5 KT Siap Huni di Tarumajaya,900000000,Jawa Barat,Bekasi,Tarumajaya,5,6,172.0,0.0,0.0,0.0,secondary
Hunian Nyaman Asri 4 KT Siap Pakai di Kayuringin Jaya Bekasi,930000000,Jawa Barat,Bekasi,,4,2,150.0,132.0,5500.0,2.0,secondary
For Sale! Luxury House LT 1m2 Desain Elegan di Kemang Pratama,3100000000,Jawa Barat,Bekasi,,4,3,1.0,0.0,0.0,0.0,secondary
Rumah Modern 3 Kamar LT 89m2 di Bekasi,1600000000,Jawa Barat,Bekasi,,3,3,89.0,135.0,5500.0,2.0,secondary
Siap Huni Rumah Mewah 3 Kamar di Bekasi Barat Dekat ke Mana Saja,2800000000,Jawa Barat,Bekasi,Bekasi Barat,3,2,150.0,200.0,0.0,0.0,secondary
Rumah Budget Favorit Dijual Area Cibitung LT 68m2,375000000,Jawa Barat,Bekasi,Cibitung,2,1,68.0,30.0,0.0,1.0,secondary
"Hunian Super Mewah dengan Akses Paling Strategis di Pondok Gede, Bekasi",4500000000,Jawa Barat,Bekasi,,3,2,300.0,280.0,0.0,0.0,secondary
"Dijual Hunian Rumah Nyaman 2 KT di Cibubur, Bekasi",2100000000,Jawa Barat,Bekasi,,2,2,110.0,90.0,0.0,0.0,secondary
Dijual Rumah Strategis Bagus Punya 5 KT di Jatisampurna Bekasi SHM,2400000000,Jawa Barat,Bekasi,Jatisampurna,5,3,120.0,160.0,0.0,0.0,secondary
"Rumah di , LT 135m2m², LB 180m2m²",1680000000000,Jawa Barat,Bekasi,,3,3,135.0,180.0,0.0,0.0,secondary
Rumah Minimalis 2 KT di Cibubur Bekasi,800000000,Jawa Barat,Bekasi,,2,1,105.0,90.0,0.0,0.0,secondary
"Hunian Super Elit dengan Akses Paling Strategis di Cibubur, Bekasi",7200000000,Jawa Barat,Bekasi,,4,3,326.0,280.0,0.0,0.0,secondary
"Jual Rumah Luas Elegan Dengan View Cantik di Cibubur, Bekasi",7800000000,Jawa Barat,Bekasi,,5,4,600.0,550.0,0.0,0.0,secondary
Rumah Luxury Modern Siap Huni di Cibubur Bekasi,5500000000,Jawa Barat,Bekasi,,9,6,230.0,400.0,0.0,0.0,secondary
"Dijual Rumah Premium dengan Fasilitas Sekitar Komplit di Tambun Selatan, Bekasi",7500000000,Jawa Barat,Bekasi,Tambun Selatan,6,6,320.0,300.0,0.0,2.0,secondary
Rumah Modern Minimalis 1 KT Siap Huni di Jatisampurna,900000000,Jawa Barat,Bekasi,Jatisampurna,1,1,54.0,45.0,2200.0,2.0,secondary
"Jual Rumah Mewah Elegan Dengan View Eksklusif di Cibubur, Bekasi",7000000000,Jawa Barat,Bekasi,,7,4,729.0,500.0,53000.0,1.0,secondary
"Jual Rumah Modern 3 KT di Bekasi, Bekasi",600000000,Jawa Barat,Bekasi,,3,2,60.0,60.0,0.0,2.0,secondary
"Dijual Rumah Modern 3 KT di Bekasi, Bekasi",800000000,Jawa Barat,Bekasi,,3,1,97.0,45.0,0.0,1.0,secondary
"Dijual Hunian Rumah Nyaman 2 KT di Bekasi, Bekasi",800000000,Jawa Barat,Bekasi,,2,2,120.0,55.0,0.0,1.0,secondary
"Dijual Rumah Mewah Megah Dengan View Cantik di Cibubur, Bekasi",6500000000,Jawa Barat,Bekasi,,6,7,298.0,380.0,0.0,2.0,secondary
Rumah Minimalis 4 KT di Jatikarya Bekasi Semi Furnished,2350000000,Jawa Barat,Bekasi,,4,3,162.0,170.0,0.0,2.0,secondary
"Hunian Super Elit dengan Akses Paling Strategis di Jatikarya, Bekasi",5500000000,Jawa Barat,Bekasi,,10,5,346.0,636.0,0.0,2.0,secondary
Rumah Modern 3 Kamar LT 105m2 di Cibubur,2300000000,Jawa Barat,Bekasi,,3,2,105.0,84.0,0.0,0.0,secondary
"Best Deal Hunian Premium Ideal dan Luas di Rawalumbu, Bekasi",4600000000,Jawa Barat,Bekasi,Rawalumbu,3,2,313.0,255.0,0.0,0.0,secondary
"Hunian Eksklusif Dijual LT 5041m2 di Jatisampurna, Bekasi",60000000000,Jawa Barat,Bekasi,Jatisampurna,0,2,5041.0,1902.0,0.0,0.0,secondary
Rumah Modern 3 Kamar LT 1m2 di Cibubur,1900000000,Jawa Barat,Bekasi,,3,2,1.0,71.0,0.0,0.0,secondary
Rumah Minimalis 8 Kamar LT 160m2 di Cikarang,950000000,Jawa Barat,Bekasi,,8,2,160.0,138.0,0.0,0.0,secondary
"Rumah Minimalis LB/LT 0m2/1m2 Siap Huni Area Cikarang, Bekasi",390000000,Jawa Barat,Bekasi,,2,1,1.0,0.0,0.0,0.0,secondary
Dijual Rumah 3 Kamar Lokasi Ideal Nyaman dan Strategis di Jatisampurna,2200000000,Jawa Barat,Bekasi,Jatisampurna,3,3,90.0,86.0,0.0,0.0,secondary
Rumah Luas Asri 3 KT Siap Huni di Bintara Bekasi,1300000000,Jawa Barat,Bekasi,,3,3,98.0,100.0,0.0,0.0,secondary
Hunian Nyaman Asri 5 KT Siap Pakai di Jatimelati Bekasi,1400000000,Jawa Barat,Bekasi,,5,4,120.0,120.0,0.0,0.0,secondary
"Dijual Rumah Premium dengan Fasilitas Sekitar Komplit di Bekasi Barat, Bekasi",4800000000,Jawa Barat,Bekasi,Bekasi Barat,0,0,104.0,350.0,0.0,0.0,secondary
Hunian Eksklusif Dijual di Bekasi Fasilitas Lengkap,4800000000,Jawa Barat,Bekasi,,0,0,104.0,350.0,0.0,0.0,secondary
"For Sale Hunian Rumah Nyaman 3 KT di Pekayon, Bekasi",975000000,Jawa Barat,Bekasi,,3,2,112.0,84.0,0.0,0.0,secondary
"Dijual Rumah Premium dengan Fasilitas Sekitar Komplit di Bekasi Timur, Bekasi",4000000000,Jawa Barat,Bekasi,Bekasi Timur,0,0,1167.0,0.0,0.0,0.0,secondary
Rumah Luxury Modern Siap Huni di Pekayon Bekasi,7500000000,Jawa Barat,Bekasi,,6,5,1200.0,450.0,0.0,0.0,secondary
"Rumah Luxury Best Location di Bekasi, Jawa Barat",5000000000,Jawa Barat,Bekasi,,0,0,1107.0,325.0,0.0,0.0,secondary
Rumah Modern Cantik 3 KT Siap Huni di Bekasi Barat,1500000000,Jawa Barat,Bekasi,Bekasi Barat,3,1,90.0,90.0,0.0,0.0,secondary
For Sale! Premium House LT 304m2 Desain Elegan di Galaxy,6200000000,Jawa Barat,Bekasi,,8,6,304.0,576.0,0.0,0.0,secondary
Hunian Nyaman Asri 3 KT Siap Pakai di Jatiwaringin Bekasi,1850000000,Jawa Barat,Bekasi,,3,1,244.0,180.0,2200.0,0.0,secondary
"Rumah Mewah LB 1530m2 Siap Huni Desain Elegan di Jatiwaringin, Bekasi",15000000000,Jawa Barat,Bekasi,,6,5,1530.0,1530.0,0.0,0.0,secondary
"Rumah Strategis Minimalis Lb 180m2 di Bekasi Timur, Bekasi",1350000000,Jawa Barat,Bekasi,Bekasi Timur,2,1,230.0,180.0,0.0,1.0,secondary
Jual Rumah Siap Huni di Babelan Bekasi Harga Rp 495 Juta LT 70m2,495000000,Jawa Barat,Bekasi,Babelan,2,1,70.0,50.0,1300.0,1.0,secondary
"Hot Offer Hunian Premium Ideal dan Luas di Medan Satria, Bekasi",3950000000,Jawa Barat,Bekasi,Medan Satria,4,4,300.0,300.0,2200.0,2.0,secondary
For Sale Rumah 4 Kamar Lokasi Ideal Nyaman dan Strategis di Bekasi Utara,1850000000,Jawa Barat,Bekasi,Bekasi Utara,4,2,127.0,200.0,0.0,2.0,secondary
"Jual Rumah Modern 2 KT di Harapan Baru, Bekasi",870000000,Jawa Barat,Bekasi,,2,1,90.0,80.0,1300.0,1.0,secondary
"Jual Rumah Eksklusif 2 KT di Harapan Baru, Bekasi",750000000,Jawa Barat,Bekasi,,2,1,78.0,50.0,3500.0,1.0,secondary
"Dijual Hunian Rumah Nyaman 4 KT di Harapan Indah, Bekasi",2500000000,Jawa Barat,Bekasi,,4,2,261.0,150.0,3500.0,1.0,secondary
"Jual Rumah Eksklusif 2 KT di Bekasi, Bekasi",850000000,Jawa Barat,Bekasi,,2,2,72.0,58.0,0.0,2.0,secondary
Rumah Minimalis Terbaik Dijual Area Tarumajaya LT 70m2,450000000,Jawa Barat,Bekasi,Tarumajaya,2,1,70.0,38.0,1300.0,1.0,secondary
"Dijual Hunian Rumah Nyaman 3 KT di Jaka Sampurna, Bekasi",1700000000,Jawa Barat,Bekasi,,3,2,105.0,155.0,2200.0,2.0,secondary
"Hot Offer Hunian Premium Ideal dan Luas di Medan Satria, Bekasi",2900000000,Jawa Barat,Bekasi,Medan Satria,8,4,195.0,250.0,9500.0,2.0,secondary
"Jual Rumah Bagus Siap Huni LB 200m2 di Setu, Bekasi",1200000000,Jawa Barat,Bekasi,Setu,3,3,78.0,200.0,5500.0,3.0,secondary
"For Sale Hunian Rumah Nyaman 2 KT di Harapan Indah, Bekasi",1200000000,Jawa Barat,Bekasi,,2,1,126.0,66.0,0.0,1.0,secondary
For Sale Rumah 2 Kamar Lokasi Strategis Bagus dan Strategis di Tarumajaya,650000000,Jawa Barat,Bekasi,Tarumajaya,2,1,90.0,60.0,1300.0,1.0,secondary
Rumah Modern Minimalis 4 Kamar Siap Huni di Medan Satria,2500000000,Jawa Barat,Bekasi,Medan Satria,4,4,180.0,230.0,2200.0,2.0,secondary
Rumah Minimalis 5 KT di harapan indah Bekasi Semi Furnished,2500000000,Jawa Barat,Bekasi,,5,3,160.0,270.0,3500.0,2.0,secondary
Dijual Rumah 3 Kamar Lokasi Ideal Bagus dan Strategis di Medan Satria,1950000000,Jawa Barat,Bekasi,Medan Satria,3,2,250.0,250.0,2200.0,1.0,secondary
"Hunian Cantik Modern Lb 114m2 di Tarumajaya, Bekasi",1500000000,Jawa Barat,Bekasi,Tarumajaya,3,2,126.0,114.0,2200.0,2.0,secondary
Rumah Luas Asri 3 KT Siap Huni di Harapan Indah Bekasi,1550000000,Jawa Barat,Bekasi,,3,2,75.0,90.0,2200.0,2.0,secondary
"Dijual Cepat Rumah Bagus Siap Huni LB 126m2 di Medan Satria, Bekasi",950000000,Jawa Barat,Bekasi,Medan Satria,2,2,126.0,126.0,1300.0,1.0,secondary
"Hunian Cantik Modern Lb 77m2 di Tarumajaya, Bekasi",1400000000,Jawa Barat,Bekasi,Tarumajaya,2,1,144.0,77.0,3500.0,1.0,secondary
"For Sale Hunian Rumah Terawat 3 KT di harapan indah, Bekasi",1800000000,Jawa Barat,Bekasi,,3,3,144.0,200.0,0.0,2.0,secondary
"Dijual Rumah Mewah Exclusive di Tarumajaya, Bekasi",3800000000,Jawa Barat,Bekasi,Tarumajaya,4,4,262.0,276.0,9500.0,2.0,secondary
"Hunian Elit LB 441m2 Siap Huni Desain Elegan di Harapan Indah, Bekasi",4500000000,Jawa Barat,Bekasi,,4,4,126.0,441.0,7700.0,0.0,secondary
Rumah Minimalis 3 KT LT 167m2 di Jatibening,2500000000,Jawa Barat,Bekasi,,3,2,167.0,125.0,4400.0,1.0,secondary
Rumah Minimalis 5 KT di Jatimakmur Bekasi Unfurnished,1900000000,Jawa Barat,Bekasi,,5,3,328.0,281.0,2200.0,2.0,secondary
"Dijual Hunian Rumah Terawat 3 KT di Jatikramat, Bekasi",1500000000,Jawa Barat,Bekasi,,3,2,120.0,80.0,22000.0,1.0,secondary
Hunian Nyaman Asri 3 KT Siap Pakai di Jati Mekar Bekasi,1300000000,Jawa Barat,Bekasi,,3,3,74.0,94.0,2200.0,2.0,secondary
Rumah Luxury Modern Tanpa Renovasi di Jatibening Bekasi,3700000000,Jawa Barat,Bekasi,,6,4,200.0,490.0,3300.0,4.0,secondary
"Dijual Rumah Mewah Elegan Dengan View Cantik di Jatibening, Bekasi",2850000000,Jawa Barat,Bekasi,,8,4,200.0,490.0,4400.0,4.0,secondary
"Jual Rumah Eksklusif 4 KT di Jatiwaringin, Bekasi",2150000000,Jawa Barat,Bekasi,,4,3,300.0,200.0,2200.0,1.0,secondary
"Dijual Cepat Rumah Bagus Siap Huni LB 103m2 di Bekasi Utara, Bekasi",1250000000,Jawa Barat,Bekasi,Bekasi Utara,3,2,94.0,103.0,2200.0,2.0,secondary
Jual Rumah Minimalis Bagus Punya 4 KT di Mustikajaya Bekasi SHM,750000000,Jawa Barat,Bekasi,Mustikajaya,4,2,69.0,109.0,2200.0,2.0,secondary
Rumah Minimalis 3 Kamar LT 122m2 di Pondok Gede,1300000000,Jawa Barat,Bekasi,,3,2,122.0,144.0,2200.0,1.0,secondary
"Hunian Super Elit dengan Akses Paling Strategis di Jatiwarna, Bekasi",3300000000,Jawa Barat,Bekasi,,5,4,285.0,385.0,0.0,3.0,secondary
Hunian Nyaman Asri 3 KT Siap Huni di Jatiwaringin Bekasi,1800000000,Jawa Barat,Bekasi,,3,3,105.0,135.0,2200.0,2.0,secondary
Rumah Nyaman 3 KT LB 96m2 Kondisi Bagus di Jati Asih,430000000,Jawa Barat,Bekasi,,3,2,96.0,96.0,1300.0,1.0,secondary
"Dijual Rumah Modern 3 KT di Jatiwarna, Bekasi",1300000000,Jawa Barat,Bekasi,,3,3,74.0,94.0,0.0,2.0,secondary
Rumah Modern 2 KT LT 72m2 di Pondok Gede,895000000,Jawa Barat,Bekasi,,2,2,72.0,85.0,2200.0,2.0,secondary
"Hunian Cantik Minimalis Lb 60m2 di Tambun Utara, Bekasi",750000000,Jawa Barat,Bekasi,Tambun Utara,2,1,90.0,60.0,1300.0,1.0,secondary
"For Sale Hunian Rumah Terawat 3 KT di Jatikramat, Bekasi",1600000000,Jawa Barat,Bekasi,,3,2,120.0,80.0,2200.0,1.0,secondary
"Jual Rumah Modern 2 KT di Jati Mekar, Bekasi",695000000,Jawa Barat,Bekasi,,2,1,59.0,36.0,2200.0,1.0,secondary
"For Sale Hunian Rumah Nyaman 5 KT di Jati Luhur, Bekasi",2300000000,Jawa Barat,Bekasi,,5,3,96.0,164.0,2200.0,2.0,secondary
"Rumah Nyaman Dijual di Bekasi, Jawa Barat",220000000,Jawa Barat,Bekasi,,0,1,32.0,30.0,1300.0,1.0,secondary
"Jual Rumah Modern 3 KT di Jatiwarna, Bekasi",963000000,Jawa Barat,Bekasi,,3,2,72.0,90.0,2200.0,2.0,secondary
Rumah Luas Asri 2 KT Siap Pakai di Jatimakmur Bekasi,895000000,Jawa Barat,Bekasi,,2,2,72.0,85.0,2200.0,2.0,secondary
Rumah Modern Cantik 3 Kamar Bisa Langsung Pindah di Pondokmelati,1300000000,Jawa Barat,Bekasi,Pondokmelati,3,3,74.0,74.0,2200.0,2.0,secondary
"For Sale Hunian Rumah Nyaman 2 Kamar di Jati Mekar, Bekasi",695000000,Jawa Barat,Bekasi,,2,1,59.0,36.0,2200.0,1.0,secondary
"Rumah Mewah LB 385m2 Siap Pakai Desain Elegan di Jatiwarna, Bekasi",3300000000,Jawa Barat,Bekasi,,6,5,285.0,385.0,3300.0,2.0,secondary
Hunian Strategis 1 KT LB 30m2 Kondisi Bagus di Jati Mekar,220000000,Jawa Barat,Bekasi,,1,1,31.0,30.0,1300.0,1.0,secondary
"Dijual Hunian Rumah Nyaman 4 Kamar di Bekasi, Bekasi",1900000000,Jawa Barat,Bekasi,,4,4,97.0,105.0,0.0,2.0,secondary
Hunian Nyaman Asri 4 KT Siap Huni di Harapan Indah Bekasi,1700000000,Jawa Barat,Bekasi,,4,4,144.0,144.0,3500.0,2.0,secondary
Rumah Minimalis 2 KT di Harapan Indah Bekasi Semi Furnished,1590000000,Jawa Barat,Bekasi,,2,2,144.0,140.0,2200.0,2.0,secondary
Hunian Nyaman Asri 4 KT Siap Huni di harapan indah Bekasi,1300000000,Jawa Barat,Bekasi,,4,2,144.0,55.0,2200.0,1.0,secondary
"For Sale Hunian Rumah Nyaman 4 Kamar di harapan indah, Bekasi",1850000000,Jawa Barat,Bekasi,,4,2,144.0,110.0,3500.0,2.0,secondary
"Hunian Cantik Minimalis Lb 75m2 di Beji, Depok",1290000000,Jawa Barat,Depok,Beji,3,2,104.0,75.0,2200.0,2.0,secondary
"Dijual Rumah Modern 2 KT di Harjamukti, Depok",600000000,Jawa Barat,Depok,,2,2,50.0,55.0,0.0,2.0,secondary
"Hot Offer Hunian Premium Ideal dan Luas di Sawangan, Depok",2900000000,Jawa Barat,Depok,Sawangan,4,3,128.0,137.0,0.0,2.0,secondary
Rumah Luas Asri 3 KT Siap Pakai di Depok II Depok,700000000,Jawa Barat,Depok,,3,1,102.0,84.0,2200.0,0.0,secondary
Hunian Nyaman Asri 3 KT Siap Pakai di Bojong Sari Depok,1050000000,Jawa Barat,Depok,,3,3,112.0,130.0,2200.0,2.0,secondary
"Rumah Elit LB 400m2 Siap Huni Desain Elegan di Depok II, Depok",5600000000,Jawa Barat,Depok,,4,4,420.0,400.0,7700.0,2.0,secondary
"Dijual Hunian Rumah Terawat 3 KT di Harjamukti, Depok",700000000,Jawa Barat,Depok,,3,2,54.0,96.0,2200.0,2.0,secondary
"Dijual Hunian Rumah Terawat 3 Kamar di Cibubur, Depok",950000000,Jawa Barat,Depok,,3,2,60.0,72.0,2200.0,2.0,secondary
Rumah Modern 3 KT LT 51m2 di Harjamukti,950000000,Jawa Barat,Depok,,3,2,51.0,72.0,2200.0,2.0,secondary
For Sale Rumah 3 Kamar Lokasi Strategis Bagus dan Strategis di Pancoran Mas,1400000000,Jawa Barat,Depok,Pancoran Mas,3,3,105.0,85.0,0.0,2.0,secondary
Rumah Modern Minimalis 3 KT Siap Huni di Cinere,2500000000,Jawa Barat,Depok,Cinere,3,2,136.0,250.0,2200.0,2.0,secondary
"Jual Rumah Eksklusif 5 KT di Tanah Baru, Depok",1800000000,Jawa Barat,Depok,,5,3,120.0,200.0,0.0,2.0,secondary
"Hunian Super Elit dengan Akses Paling Strategis di Margonda, Depok",3900000000,Jawa Barat,Depok,,4,3,300.0,350.0,0.0,2.0,secondary
For Sale! Luxury House LT 403m2 Desain Modern di Gandul,4500000000,Jawa Barat,Depok,,4,4,403.0,242.0,0.0,1.0,secondary
Jual Rumah Strategis Bagus Punya 4 KT di Cinere Depok SHM,1700000000,Jawa Barat,Depok,Cinere,4,2,172.0,95.0,0.0,1.0,secondary
Rumah Modern Minimalis 2 KT Siap Huni di Sawangan,620000000,Jawa Barat,Depok,Sawangan,2,1,52.0,52.0,0.0,2.0,secondary
Rumah Luas Asri 6 KT Siap Pakai di Margonda Depok,675000000,Jawa Barat,Depok,,6,4,139.0,110.0,0.0,1.0,secondary
"Hunian Cantik Modern Lb 52m2 di Sawangan, Depok",620000000,Jawa Barat,Depok,Sawangan,2,1,52.0,52.0,0.0,2.0,secondary
Siap Huni Rumah Mewah 4 Kamar di Cinere Dekat ke Mana Saja,3400000000,Jawa Barat,Depok,Cinere,4,4,182.0,250.0,4400.0,2.0,secondary
"Dijual Cepat Rumah Favorit Siap Huni LB 150m2 di Cimanggis, Depok",2100000000,Jawa Barat,Depok,Cimanggis,3,2,150.0,150.0,2200.0,2.0,secondary
"Dijual Rumah Mewah Exclusive di Cinere, Depok",3600000000,Jawa Barat,Depok,Cinere,4,4,182.0,250.0,4400.0,2.0,secondary
"For Sale Rumah Mewah Exclusive di Cinere, Depok",3500000000,Jawa Barat,Depok,Cinere,3,3,284.0,175.0,4400.0,1.0,secondary
Ready to Use! Premium House LT 550m2 Desain Modern di Cibubur,8500000000,Jawa Barat,Depok,,4,3,550.0,400.0,7700.0,2.0,secondary
"Jual Rumah Bagus Siap Huni LB 110m2 di Cinere, Depok",2000000000,Jawa Barat,Depok,Cinere,3,2,114.0,110.0,2200.0,2.0,secondary
"Hunian Mewah Dijual LT 182m2 di Cinere, Depok",3100000000,Jawa Barat,Depok,Cinere,4,3,182.0,200.0,0.0,2.0,secondary
"Hot Offer Hunian Mewah Ideal dan Luas di Cinere, Depok",3600000000,Jawa Barat,Depok,Cinere,4,3,200.0,200.0,4400.0,2.0,secondary
"Dijual Rumah Elit Exclusive di Cinere, Depok",3400000000,Jawa Barat,Depok,Cinere,4,5,182.0,200.0,2200.0,2.0,secondary
"Dijual Rumah Premium dengan Fasilitas Sekitar Komplit di Cinere, Depok",4900000000,Jawa Barat,Depok,Cinere,3,2,280.0,400.0,3300.0,2.0,secondary
Rumah Luxury Modern Tanpa Renovasi di Pangkalan Jati Depok,2850000000,Jawa Barat,Depok,,3,2,178.0,156.0,2200.0,2.0,secondary
"Rumah Strategis Minimalis Lb 90m2 di Cinere, Depok",1500000000,Jawa Barat,Depok,Cinere,2,2,64.0,90.0,2200.0,2.0,secondary
Rumah Minimalis 2 KT di Tanah Baru Depok Semi Furnished,637000000,Jawa Barat,Depok,,2,1,72.0,50.0,0.0,1.0,secondary
"Rumah Strategis Minimalis Lb 100m2 di Sawangan, Depok",1400000000,Jawa Barat,Depok,Sawangan,3,2,132.0,100.0,0.0,1.0,secondary
Siap Huni Hunian Elit 7 Kamar di Cimanggis Dekat ke Mana Saja,2850000000,Jawa Barat,Depok,Cimanggis,7,5,280.0,450.0,0.0,3.0,secondary
